code;name;sell_price;buy_price
TS-N0331;"TUERCA STORZ 4"" HI-HE 2 1/2"" hpp = 7 1/2 [N H - N S T ]";61453;0
TS-N0332;"TUERCA STORZ 4"" HI-HE 3"" hpp = 6 [N H - N S T ]";61188;0
TS-N0333;"TUERCA STORZ 5"" HI-HE 5"" hpp = 6 [N H - N S T ]";75048;0
TG-00100;"TUERCA GRIFO C/AMARILLO 1.1/2"" hi-he";21584;0
TG-00101;"TUERCA GRIFO C/AMARILLO  2"" hi-he";18941;0
TG-00102;"TUERCA GRIFO C/AMARILLO 2.1/2"" hi-he";24992;0
TG-00103;"TUERCA GRIFO C/AMARILLO  3"" hi-he";35343;0
TG-00104;"TUERCA GRIFO C/AMARILLO 4"" hi-he";67876;0
TP-S0010;"TAPA STORZ  1"" 25 mm";8690;0
TP-S0011;"TAPA STORZ 1.1/2"" 38 mm";11107;0
TP-S0012;"TAPA STORZ 2"" 50 mm";10026;0
TP-S0013;"TAPA STORZ 2.1/2"" 65 mm";15847;0
TP-S0014;"TAPA STORZ 3"" 75 mm";13371;0
TP-S0015;"TAPA STORZ  4"" 110 mm";27832;0
TS-S0100;"TRASPASO STORZ 1""X 11/2""";24510;0
TS-S0101;"TRASPASO STORZ 1""X 2""";25625;0
TS-S0102;"TRASPASO STORZ 1.1/2"" x 2""";25625;0
TS-S0103;"TRASPASO STORZ 1.1/2"" x 2.1/2""";27852;0
TS-S0104;"TRASPASO STORZ 1.1/2"" x 3""";28968;0
TS-S0105;"TRASPASO STORZ  2""X 21/2""";31195;0
TS-S0106;"TRASPASO STORZ 2""X 3""";33423;0
TS-S0107;"TRASPASO STORZ 2"" X 4""";87475;0
TS-S0108;"TRASPASO STORZ 2.1/2"" x 3""";35651;0
TS-S0109;"TRASPASO STORZ 2.1/2"" x 4""";75787;0
TS-S0110;"TRASPASO STORZ  3"" X  4"" ";74903;0
TS-S0111;"TRASPASO STORZ  4"" X 5""";107295;0
SG-00100;"SELLOS DE GOMA STORZ 1""";661;0
SG-00101;"SELLOS DE GOMA STORZ 1.1/2""";910;0
SG-00102;"SELLOS DE GOMA STORZ 2""";992;0
SG-00103;"SELLOS DE GOMA STORZ 2.1/2""";1074;0
SG-00104;"SELLOS DE GOMA STORZ 3""";1322;0
SG-00105;"SELLOS DE GOMA STORZ 4""";1819;0
EG-S0100;"EMPAQUETADURA DE  GOMA STORZ 1""";578;0
EG-S0101;"EMPAQUETADURA DE  GOMA STORZ 1.1/2""";743;0
EG-S0102;"EMPAQUETADURA DE  GOMA STORZ 2""";827;0
EG-S0103;"EMPAQUETADURA DE  GOMA STORZ 2 1/2""";992;0
EG-S0104;"EMPAQUETADURA DE  GOMA STORZ 3""";1239;0
EG-S0105;"EMPAQUETADURA DE  GOMA STORZ 4""";1488;0
SU-S0200;"SEGUROS PARA UNIONES STORZ 1"" ";546;0
SU-S0201;"SEGUROS PARA UNIONES STORZ 1.1/2""";636;0
SU-S0202;"SEGUROS PARA UNIONES STORZ 2""";727;0
SU-S0203;"SEGUROS PARA UNIONES STORZ 2.1/2""";910;0
SU-S0204;"SEGUROS PARA UNIONES STORZ 3""";1181;0
SU-S0205;"SEGUROS PARA UNIONES STORZ 4""";1546;0
GR-O3000;"GEMELOS CORTE RAPIDO 1 1/2"" 1 1/2"" x 1 1/2""";122798;0
GR-O3001;"GEMELO CORTE RAPIDO COMPLETO  1 1/2"" 1 1/2"" x 1 1/2""";156495;0
GR-O3002;"GEMELO CORTE RAPIDO COMPLETO  2"" x 2"" x 2""";157251;0
GR-O3003;"GEMELO CORTE RAPIDO COMPLETO  2 1/2"" x 2 1/2"" x 2 1/2""";183481;0
GR-O3004;"GEMELO CORTE RAPIDO COMPLETO 3"" x 2"" x 2""";161613;0
GR-O3005;"GEMELO CORTE RAPIDO COMPLETO  3"" x3"" x 3""";188293;0
GR-04000;"GEMELO CORTE TORNILLO SOLO 1 1/2 x 1 1/2"" x 1 1/2""";147998;0
GR-04001;"GEMELO CORTE TORNILLO COMPLETO  1 1/2 x 1 1/2"" x 1 1/2""";169462;0
GR-04002;"GEMELO CORTE TORNILLO COMPLETO 2"" x 2"" x 2""";171241;0
GR-04003;"GEMELO CORTE TORNILLO COMPLETO 3"" x 2"" x 2""";183743;0
GR-04004;"GEMELO CORTE TORNILLO COMPLETO 3"" x 3"" x 3""";206828;0
TT-05000;"TRIFURCA CORTE TORNILLO SOLA 3"" x 1 1/2"" x 2"" x 1 1/2""";226488;0
TT-05001;"TRIFURCA CORTE TORNILLO COMPLETA de 3"" x 1 1/2"" x 2"" x 1 1/2""";339525;0
TT-05002;"TRIFURCA CORTE TORNILLO COMPLETA 3"" x 2"" x 3"" x 2""";317484;0
TT-05003;"TRIFURCA CORTE TORNILLO COMPLETA 3"" x 2"" x 2"" x 2""";310561;0
TT-05004;"TRIFURCA CORTE TORNILLO COMPLETA 3"" x 2 1/2"" x 3"" x 2 1/2""";358915;0
TT-05005;"TRIFURCA CORTE TORNILLO COMPLETA 2 1/2"" x 1 1/2"" x 2 1/2"" x 1 1/2""";311695;0
TT-05006;"TRIFURCA CORTE TORNILLO COMPLETA 2 1/2"" x 2"" x 2 1/2"" x 2""";282730;0
TT-05007;"TRIFURCA CORTE TORNILLO COMPLETA 2 1/2"" x 2"" x 2"" x 2""";291543;0
TT-05008;"TRIFURCA CORTE TORNILLO COMPLETA 2 1/2"" x 1 1/2"" x 2"" x 1 1/2""";322148;0
TT-06000;"TRIFURCA CORTE RAPIDO SOLA 3"" x 1 1/2"" x 2"" x 1 1/2""";212833;0
TT-06001;"TRIFURCA CORTE RAPIDO  COMPLETA 3"" x 1 1/2"" x 2"" x 1 1/2""";325871;0
TT-06002;"TRIFURCA CORTE RAPIDO  COMPLETA 3"" x 2"" x 3"" x 2""";303829;0
TT-06003;"TRIFURCA CORTE RAPIDO  COMPLETA 3"" x 2"" x 2"" x 2""";296905;0
TT-06004;"TRIFURCA CORTE RAPIDO  COMPLETA 3"" x 2 1/2"" x 3"" x 2 1/2""";345260;0
TT-06005;"TRIFURCA CORTE RAPIDO  COMPLETA  2 1/2"" x 1 1/2"" x 2 1/2"" x 1 1/2""";298040;0
TT-06006;"TRIFURCA CORTE RAPIDO  COMPLETA  2 1/2"" x 2"" x 2 1/2"" x 2""";269075;0
TT-06007;"TRIFURCA CORTE RAPIDO  COMPLETA  2 1/2"" x 2"" x 2"" x 2""";277888;0
TT-06008;"TRIFURCA CORTE RAPIDO  COMPLETA  2 1/2"" x 1 1/2"" x 2"" x 1 1/2""";308492;0
AB-00100;BICHERO IMPORTADO DE USA, MANGO NUPLA TABLEADO. LARGO 1.80 Mt;132912;0
AB-00101;BOTAS MODELO MINERO, CERTIFICACION CESMEC;44304;0
AB-00102;CASCO BULLARD DOBLE CONCHA CON ACCESORIOS ;78952;0
AB-00103;CHAQUETA BOMBERO IMPORTADA DE USA.;84064;0
AB-00104;PANTALON BOMBERO IMPORTADO DE USA.;63616;0
